gap_id,exit_time_replay,exit_time_native,exit_raw_price_replay,exit_raw_price_native,identity
002374.SZ|2022-04-18,2022-05-16 14:46:00,2022-05-16 14:46:00,4.34,4.34,True
600621.SH|2022-04-18,2022-06-07 09:30:00,2022-06-07 09:30:00,10.9399995804,10.9399995804,True
300590.SZ|2022-04-14,2022-06-08 10:03:00,2022-06-08 10:03:00,17.96,17.96,True
002008.SZ|2022-04-21,2022-06-02 10:31:00,2022-06-02 10:31:00,30.01,30.01,True
300274.SZ|2022-04-20,2022-05-16 09:32:00,2022-05-16 09:32:00,74.26,74.26,True
301053.SZ|2022-04-21,2022-06-10 09:30:00,2022-06-10 09:30:00,22.1399993896,22.1399993896,True
002536.SZ|2022-04-22,2022-05-18 11:04:00,2022-05-18 11:04:00,5.53,5.53,True
300458.SZ|2022-04-22,2022-05-19 11:23:00,2022-05-19 11:23:00,20.53,20.53,True
300841.SZ|2022-04-22,2022-05-20 09:30:00,2022-05-20 09:30:00,130.279998779,130.279998779,True
600201.SH|2022-04-22,2022-06-13 09:30:00,2022-06-13 09:30:00,8.5,8.5,True
002546.SZ|2022-04-25,2022-06-01 14:55:00,2022-06-01 14:55:00,3.62,3.62,True
002860.SZ|2022-04-22,2022-05-19 11:23:00,2022-05-19 11:23:00,14.94,14.94,True
600327.SH|2022-04-25,2022-05-23 13:30:00,2022-05-23 13:30:00,5.42,5.42,True
603099.SH|2022-04-25,2022-05-27 13:01:00,2022-05-27 13:01:00,8.02,8.02,True
002798.SZ|2022-04-25,2022-05-23 13:37:00,2022-05-23 13:37:00,9.36,9.36,True
300556.SZ|2022-04-25,2022-06-16 09:30:00,2022-06-16 09:30:00,17.7399997711,17.7399997711,True
002845.SZ|2022-04-25,2022-06-01 09:31:00,2022-06-01 09:31:00,17.47,17.47,True
300460.SZ|2022-04-25,2022-06-06 09:31:00,2022-06-06 09:31:00,11.9,11.9,True
300503.SZ|2022-04-25,2022-05-24 09:49:00,2022-05-24 09:49:00,9.21,9.21,True
002415.SZ|2022-05-06,2022-06-22 09:30:00,2022-06-22 09:30:00,36.2999992371,36.2999992371,True
002074.SZ|2022-08-29,2022-10-20 09:30:00,2022-10-20 09:30:00,34,34,True
002615.SZ|2022-10-17,2022-11-07 10:00:00,2022-11-07 10:00:00,6.3,6.3,True
603908.SH|2022-10-19,2022-11-07 13:24:00,2022-11-07 13:24:00,66.57,66.57,True
000906.SZ|2022-10-27,2022-12-12 09:30:00,2022-12-12 09:30:00,9.44999980927,9.44999980927,True
002120.SZ|2022-10-31,2022-12-05 10:24:00,2022-12-05 10:24:00,13.5,13.5,True
